gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
891717989	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/344033	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis		AU		Western Australia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.961749	113.569107	4074.0						2009-11-25T00:00:00	25	11	2009	2462512	2462512	HUMAN_OBSERVATION	iNaturalist	Observations	344033		John Sullivan	2013-07-24T05:02:03	CC_BY_4_0	John Sullivan	John Sullivan			2023-11-08T06:03:00.894Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
691158999	fa375330-6c8a-11de-8226-b8a03c50a862	3b2ac38c-7c95-4d2e-b8b3-a4fb67e1ad34	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.4681	136.6986		1.0E-4					2012-04-01T00:00:00	1	4	2012	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R67193				CC_BY_4_0		Brandle, Rob;Dew			2023-09-07T11:26:03.643Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691158853	fa375330-6c8a-11de-8226-b8a03c50a862	bf935432-1373-44be-89fe-5679562512dc	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-30.67721	129.4808		1.0E-5					2012-04-06T00:00:00	6	4	2012	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R67157				CC_BY_4_0		Ehmann, Harald			2023-09-07T11:26:02.863Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691158050	fa375330-6c8a-11de-8226-b8a03c50a862	9fda44d7-ce1b-4351-b82a-18361246dc9e	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.44436	130.73374		1.0E-5					2012-04-03T00:00:00	3	4	2012	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R66971				CC_BY_4_0		Brandle, Rob;Dew			2023-09-07T11:26:02.673Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691153412	fa375330-6c8a-11de-8226-b8a03c50a862	cd76c729-8f67-4218-b8ec-adc5b8e3daec	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-30.1603	131.5886		1.0E-4					2010-11-03T00:00:00	3	11	2010	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R65772				CC_BY_4_0		Hutchinson, Mark;South Australian Museum			2023-09-07T11:26:04.546Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691153269	fa375330-6c8a-11de-8226-b8a03c50a862	09d5f844-36e1-4a31-a6a7-2dee313daf51	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-30.1661	131.5844		1.0E-4					2010-11-01T00:00:00	1	11	2010	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R65736				CC_BY_4_0		Hutchinson, Mark;South Australian Museum			2023-09-07T11:26:03.488Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691152465	fa375330-6c8a-11de-8226-b8a03c50a862	730a3137-7802-437e-824a-bf0e5f01d775	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.0314	140.1572		1.0E-4					2010-10-20T00:00:00	20	10	2010	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R65548				CC_BY_4_0		Owens, Helen			2023-09-07T11:26:01.938Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691151096	fa375330-6c8a-11de-8226-b8a03c50a862	59f03189-730a-43d8-b487-42b6549e6417	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-29.3042	135.1833		1.0E-4					2010-03-29T00:00:00	29	3	2010	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R65229				CC_BY_4_0		Launer, Matt;Ebs			2023-09-07T11:26:02.060Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691148785	fa375330-6c8a-11de-8226-b8a03c50a862	141d0604-b45c-4d1e-939b-e6d3b41e6ed3	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.8486	138.3956		1.0E-4					2009-04-27T00:00:00	27	4	2009	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R64546				CC_BY_4_0		Armstrong, Dave;Dewnr			2023-09-07T11:26:03.798Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691145384	fa375330-6c8a-11de-8226-b8a03c50a862	07e21ad5-965f-4ca4-9fe8-704a36733b48	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.5214	131.4464		1.0E-4					2008-04-06T00:00:00	6	4	2008	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R63444				CC_BY_4_0		Skinner, Adam			2023-09-07T11:26:00.924Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691144565	fa375330-6c8a-11de-8226-b8a03c50a862	5f0df671-3790-4263-a74c-1e0e44523826	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-29.875278	133.595							2007-11-18T00:00:00	18	11	2007	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R63177				CC_BY_4_0		Schmitz, Andre			2023-09-07T11:26:03.730Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691144494	fa375330-6c8a-11de-8226-b8a03c50a862	634ee377-f2b9-4459-996f-a671a8bbed15	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-31.3794	131.6836		1.0E-4					2007-10-31T00:00:00	31	10	2007	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R63150				CC_BY_4_0		Pillman, Stuart			2023-09-07T11:26:03.843Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691144054	fa375330-6c8a-11de-8226-b8a03c50a862	8aae29a9-bfbe-4d64-8ae3-0e589914d80c	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-33.4478	139.1408		1.0E-4					2007-10-30T00:00:00	30	10	2007	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R63010				CC_BY_4_0		Hutchinson, Mark;South Australian Museum			2023-09-07T11:26:04.304Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691143814	fa375330-6c8a-11de-8226-b8a03c50a862	e03e74de-5dd6-4779-92ec-a4f9b88b0387	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-29.3447	130.7956		1.0E-4					2007-09-22T00:00:00	22	9	2007	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R62934				CC_BY_4_0		Foulkes;, Tony			2023-09-07T11:26:02.991Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691139991	fa375330-6c8a-11de-8226-b8a03c50a862	3f6b68c3-b1f1-4aee-8b69-f81a1e698f30	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-33.355	136.8061		1.0E-4					2006-04-16T00:00:00	16	4	2006	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R61685				CC_BY_4_0		Matejcic;Peter;Loughlin;Chris			2023-09-07T11:26:01.781Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691138336	fa375330-6c8a-11de-8226-b8a03c50a862	c9946cf0-c736-41f1-9fca-a069c716435c	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-29.3694	132.7339		1.0E-4					2005-11-26T00:00:00	26	11	2005	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R61109				CC_BY_4_0		Skinner;Jeff			2023-09-07T11:26:04.362Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
691138224	fa375330-6c8a-11de-8226-b8a03c50a862	4a902fe2-34ad-4b7e-a444-4324f6f8bb06	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis	(Peters, 1863)	AU		South Australia	PRESENT		4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	-29.4269	132.945		1.0E-4					2005-11-24T00:00:00	24	11	2005	2462512	2462512	PRESERVED_SPECIMEN	SAMA	Herpetology	R61073				CC_BY_4_0		Skinner;Jeff			2023-09-07T11:26:01.534Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
657406190	7a25f7aa-03fb-4322-aaeb-66719e1a9527	ffc7cd09-d9db-4c3b-bb2b-ff586391e28f	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis		AU	7 mi. (by rd.) S. Payne's Find	Western Australia	PRESENT	1	493fe050-055d-11d8-b84f-b8a03c50a862	-29.283333	117.6							1967-01-29T00:00:00	29	1	1967	2462512	2462512	PRESERVED_SPECIMEN	LACM	Herps	63541	10465			CC0_1_0		E.R. Pianka		Native	2023-09-27T16:02:25.441Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
657406189	7a25f7aa-03fb-4322-aaeb-66719e1a9527	dde1a459-f36d-41a9-ad94-14bab776472a	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis		AU	Mallee	Western Australia	PRESENT	1	493fe050-055d-11d8-b84f-b8a03c50a862	-30.283333	121.266667							1967-09-01T00:00:00	1	9	1967	2462512	2462512	PRESERVED_SPECIMEN	LACM	Herps	63540	I 12037			CC0_1_0		E.R. Pianka		Native	2023-09-27T16:02:23.925Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
621066346	9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2	urn:catalog:SMNS:Herpetologie:1337	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis		AU	Australia		PRESENT		99ea0c90-61e5-11dc-a64c-b8a03c50a862	-26.35	133.2	2302485.0						1913-01-01T00:00:00			1913	2462512	2462512	PRESERVED_SPECIMEN	SMNS	Herpetologie	1337				CC_BY_NC_4_0		Küffner, Pfarrer		Native	2023-09-07T09:20:08.401Z		COLLECTION_MATCH_NONE
543446046	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:104405	Animalia	Chordata	Squamata		Scincidae	Tiliqua	Tiliqua occipitalis		SPECIES	Tiliqua occipitalis (Peters, 1863)	Tiliqua occipitalis		AU	Naval Base	Western Australia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	-32.196389	115.781111							1965-06-07T00:00:00	7	6	1965	2462512	2462512	PRESERVED_SPECIMEN	CAS	HERP	104405				CC0_1_0		B. McKinnon			2023-11-06T00:10:00.207Z	StillImage	COORDINATE_ROUNDED
